\ Suzaku-XIS X-ray spectrum of RX J1713.7-3946
\ Spectrum from Tanaka et al. (2008), ApJ 685 988
\ http://adsabs.harvard.edu/abs/2008ApJ...685..988T
\ SED file courtesy of Takaaki Tanaka
\
|   energy|         flux|   flux_error|
|   double|       double|       double|
|       eV|erg / (cm2 s)|erg / (cm2 s)|
|     null|         null|         null|
   549.326   4.53469e-10   2.03377e-11 
   708.093   4.46471e-10   1.41931e-11 
   781.106   4.58057e-10   1.27689e-11 
   823.076   4.53179e-10   1.25955e-11 
   854.103   4.29312e-10   1.16145e-11 
   883.304   4.15769e-10   1.16404e-11 
   912.494   4.14761e-10   1.06057e-11 
   941.694   4.06684e-10   9.22621e-12 
   969.081   4.00457e-10   8.81052e-12 
   989.145   4.14248e-10   1.12971e-11 
  1003.760   4.25126e-10   1.04895e-11 
  1018.357   4.10176e-10   1.05078e-11 
  1032.952   4.18428e-10   9.84839e-12 
  1047.539   3.88831e-10   9.59423e-12 
  1062.160   4.02684e-10   9.18979e-12 
  1076.738   3.97387e-10   8.71507e-12 
  1091.340   3.88439e-10   8.51628e-12 
  1105.961   3.94308e-10   8.05772e-12 
  1120.547   4.04135e-10   8.08081e-12 
  1135.141   4.00066e-10   7.65825e-12 
  1149.741   3.88445e-10   7.56421e-12 
  1164.340   4.03802e-10   7.47956e-12 
  1178.963   4.04125e-10   7.49734e-12 
  1193.548   4.08449e-10   7.21363e-12 
  1208.148   3.99001e-10   7.05393e-12 
  1222.757   4.02945e-10   6.98812e-12 
  1237.343   3.82396e-10   6.87803e-12 
  1251.959   3.85257e-10    6.8304e-12 
  1266.543   3.82093e-10   6.67062e-12 
  1281.150   3.84903e-10   6.71522e-12 
  1295.746    3.9692e-10   6.80796e-12 
  1310.358   4.13319e-10   6.85587e-12 
  1324.952   4.04391e-10   6.79991e-12 
  1339.553   4.10564e-10   6.87413e-12 
  1354.160   3.97507e-10   6.75964e-12 
  1368.737   3.98158e-10   6.68739e-12 
  1383.343   3.94451e-10   6.66757e-12 
  1397.945    4.0468e-10   6.45874e-12 
  1412.538   3.90165e-10   6.51814e-12 
  1427.151   3.85436e-10   6.45225e-12 
  1441.750   3.91542e-10   6.41963e-12 
  1456.364   4.01583e-10    6.4521e-12 
  1470.957   3.98357e-10   6.37622e-12 
  1485.559   3.97193e-10   6.43583e-12 
  1500.134   3.96577e-10    6.4373e-12 
  1514.747   3.85359e-10   6.35412e-12 
  1529.361   3.81664e-10   6.21811e-12 
  1543.939   3.82921e-10    6.2003e-12 
  1558.547   3.90222e-10   6.44403e-12 
  1573.150   3.79237e-10   6.40496e-12 
  1587.742   3.85521e-10   6.36619e-12 
  1602.360   3.86345e-10    6.5714e-12 
  1616.963   3.92945e-10   6.65259e-12 
  1631.549   3.81691e-10   6.47722e-12 
  1646.152   3.80382e-10   6.48424e-12 
  1660.734   3.75973e-10    6.3712e-12 
  1675.367   3.84631e-10   6.53686e-12 
  1689.935   3.78971e-10    6.4682e-12 
  1908.930   3.55384e-10   8.48482e-12 
  1923.535   3.64506e-10   8.31864e-12 
  1938.162   3.61935e-10   8.48567e-12 
  1952.765   3.58422e-10   8.29556e-12 
  1967.343   3.79448e-10    8.2759e-12 
  1981.938   3.79676e-10   8.19461e-12 
  1996.549   3.94403e-10   8.41684e-12 
  2011.129   3.69509e-10   8.38932e-12 
  2025.769   3.85483e-10   8.31621e-12 
  2040.328   3.69794e-10    8.3728e-12 
  2054.944   3.77223e-10   8.34916e-12 
  2069.569   3.78828e-10   8.28663e-12 
  2084.155   3.76018e-10   8.23218e-12 
  2098.747   3.92178e-10   8.31257e-12 
  2113.343   3.48358e-10   8.17501e-12 
  2127.943   3.74959e-10   8.11418e-12 
  2142.545   3.53448e-10   8.58472e-12 
  2157.148    3.5929e-10   8.54244e-12 
  2171.751   3.58994e-10   8.27954e-12 
  2186.352   3.55862e-10   8.37644e-12 
  2202.774   3.73064e-10   7.69037e-12 
  2224.693   3.59854e-10   6.79442e-12 
  2252.060   3.48397e-10   6.74721e-12 
  2281.235   3.62265e-10   6.96369e-12 
  2310.468    3.5949e-10   7.32782e-12 
  2339.645    3.4299e-10    7.3213e-12 
  2368.863    3.5186e-10    7.3361e-12 
  2398.060   3.53811e-10   7.70006e-12 
  2427.225   3.56285e-10   7.87433e-12 
  2456.462   3.57358e-10   7.88343e-12 
  2485.650   3.63747e-10   7.60948e-12 
  2514.838   3.56334e-10   7.55151e-12 
